EmployeeNumber,Age,Gender,Edu,Education,MaritalStatus,Over18,Department,BusinessTravel,DistanceFromHome,EducationField,EmployeeCount,StandardHours
848,26,Female,4,Master,Single,Y,Sales,Travel_Rarely,3,Life Sciences,1,80
850,27,Male,2,College,Single,Y,Sales,Non-Travel,29,Medical,1,80
851,51,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,28,Medical,1,80
852,44,Male,3,Bachelor,Married,Y,Sales,Non-Travel,1,Life Sciences,1,80
854,25,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,16,Life Sciences,1,80
855,33,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,22,Medical,1,80
856,35,Female,1,Below College,Single,Y,Sales,Non-Travel,8,Life Sciences,1,80
857,36,Male,2,College,Married,Y,Sales,Travel_Rarely,11,Life Sciences,1,80
859,32,Male,4,Master,Single,Y,Research & Development,Non-Travel,29,Medical,1,80
861,30,Male,4,Master,Divorced,Y,Sales,Travel_Rarely,1,Marketing,1,80
862,53,Female,2,College,Married,Y,Sales,Travel_Rarely,1,Technical Degree,1,80
864,45,Male,4,Master,Single,Y,Human Resources,Travel_Rarely,24,Medical,1,80
865,32,Female,3,Bachelor,Married,Y,Sales,Travel_Frequently,2,Marketing,1,80
867,52,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,15,Other,1,80
868,37,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
869,28,Male,4,Master,Married,Y,Sales,Travel_Rarely,10,Life Sciences,1,80
872,22,Male,1,Below College,Married,Y,Sales,Travel_Rarely,10,Medical,1,80
874,44,Male,4,Master,Married,Y,Research & Development,Travel_Frequently,3,Other,1,80
875,42,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,3,Other,1,80
878,36,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,26,Marketing,1,80
879,25,Male,1,Below College,Divorced,Y,Research & Development,Travel_Frequently,1,Medical,1,80
880,35,Female,5,Doctor,Single,Y,Research & Development,Travel_Rarely,12,Medical,1,80
881,35,Female,1,Below College,Single,Y,Research & Development,Non-Travel,2,Medical,1,80
882,32,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,25,Medical,1,80
885,25,Male,3,Bachelor,Single,Y,Sales,Travel_Frequently,9,Marketing,1,80
887,49,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
888,24,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
889,32,Male,2,College,Single,Y,Research & Development,Non-Travel,24,Technical Degree,1,80
893,38,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,20,Other,1,80
894,42,Female,2,College,Married,Y,Research & Development,Travel_Rarely,7,Technical Degree,1,80
895,31,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,17,Life Sciences,1,80
896,29,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,20,Technical Degree,1,80
897,53,Male,5,Doctor,Married,Y,Research & Development,Non-Travel,8,Life Sciences,1,80
899,35,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,10,Other,1,80
900,37,Female,2,College,Married,Y,Human Resources,Travel_Rarely,1,Medical,1,80
901,53,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,4,Technical Degree,1,80
902,43,Female,4,Master,Single,Y,Research & Development,Travel_Frequently,29,Medical,1,80
903,47,Female,1,Below College,Single,Y,Research & Development,Travel_Frequently,3,Life Sciences,1,80
904,37,Male,4,Master,Divorced,Y,Sales,Travel_Rarely,10,Life Sciences,1,80
905,50,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,4,Technical Degree,1,80
909,39,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,21,Medical,1,80
910,33,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,25,Medical,1,80
911,32,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,1,Medical,1,80
912,29,Female,4,Master,Single,Y,Sales,Travel_Frequently,1,Other,1,80
913,44,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,7,Life Sciences,1,80
916,28,Male,4,Master,Married,Y,Research & Development,Non-Travel,3,Life Sciences,1,80
918,58,Male,4,Master,Single,Y,Research & Development,Non-Travel,1,Medical,1,80
920,43,Female,4,Master,Married,Y,Sales,Non-Travel,9,Life Sciences,1,80
922,20,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,28,Life Sciences,1,80
923,21,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,3,Medical,1,80
924,36,Male,1,Below College,Married,Y,Sales,Travel_Rarely,3,Marketing,1,80
925,47,Female,2,College,Single,Y,Sales,Travel_Rarely,2,Marketing,1,80
926,22,Female,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,27,Life Sciences,1,80
927,41,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,2,Life Sciences,1,80
930,28,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,14,Medical,1,80
932,39,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
933,27,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,9,Life Sciences,1,80
934,34,Male,4,Master,Single,Y,Research & Development,Non-Travel,18,Life Sciences,1,80
936,42,Female,3,Bachelor,Married,Y,Sales,Travel_Frequently,20,Life Sciences,1,80
939,33,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
940,58,Female,2,College,Divorced,Y,Sales,Travel_Frequently,11,Marketing,1,80
941,31,Male,4,Master,Married,Y,Sales,Travel_Rarely,8,Technical Degree,1,80
942,35,Female,1,Below College,Married,Y,Research & Development,Travel_Rarely,8,Medical,1,80
944,49,Female,1,Below College,Single,Y,Research & Development,Non-Travel,8,Medical,1,80
945,48,Male,4,Master,Single,Y,Sales,Travel_Rarely,9,Marketing,1,80
947,31,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,12,Life Sciences,1,80
949,36,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,15,Medical,1,80
950,38,Female,2,College,Divorced,Y,Research & Development,Travel_Rarely,25,Medical,1,80
951,32,Female,1,Below College,Married,Y,Sales,Travel_Rarely,9,Life Sciences,1,80
952,25,Male,4,Master,Single,Y,Human Resources,Travel_Rarely,8,Technical Degree,1,80
954,40,Male,1,Below College,Married,Y,Sales,Travel_Rarely,23,Life Sciences,1,80
956,26,Male,4,Master,Single,Y,Research & Development,Travel_Frequently,9,Medical,1,80
957,41,Male,3,Bachelor,Single,Y,Sales,Travel_Frequently,12,Life Sciences,1,80
958,36,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,24,Medical,1,80
959,19,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,12,Life Sciences,1,80
960,20,Male,2,College,Married,Y,Research & Development,Travel_Frequently,26,Medical,1,80
961,31,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,2,Life Sciences,1,80
964,40,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,1,Medical,1,80
966,32,Female,4,Master,Married,Y,Research & Development,Travel_Frequently,4,Other,1,80
967,36,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,9,Marketing,1,80
969,33,Female,1,Below College,Divorced,Y,Sales,Non-Travel,2,Life Sciences,1,80
970,37,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,4,Technical Degree,1,80
972,45,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,15,Life Sciences,1,80
974,29,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,17,Life Sciences,1,80
975,35,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,29,Life Sciences,1,80
976,52,Male,4,Master,Married,Y,Sales,Travel_Frequently,2,Medical,1,80
977,58,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,2,Medical,1,80
981,53,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,19,Medical,1,80
982,30,Male,2,College,Married,Y,Research & Development,Travel_Rarely,15,Life Sciences,1,80
983,38,Female,4,Master,Married,Y,Sales,Travel_Rarely,17,Life Sciences,1,80
984,35,Male,2,College,Married,Y,Research & Development,Travel_Rarely,17,Life Sciences,1,80
985,39,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,25,Medical,1,80
986,40,Female,4,Master,Single,Y,Research & Development,Travel_Rarely,29,Other,1,80
987,47,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,21,Marketing,1,80
990,36,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
991,31,Male,5,Doctor,Married,Y,Human Resources,Non-Travel,2,Medical,1,80
992,33,Male,4,Master,Divorced,Y,Sales,Travel_Rarely,7,Marketing,1,80
994,29,Female,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,13,Other,1,80
995,33,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
996,45,Female,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,10,Technical Degree,1,80
997,50,Male,4,Master,Single,Y,Sales,Travel_Rarely,10,Life Sciences,1,80
998,33,Female,5,Doctor,Married,Y,Research & Development,Travel_Frequently,26,Medical,1,80
999,41,Male,2,College,Married,Y,Sales,Non-Travel,8,Marketing,1,80
1001,27,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,14,Life Sciences,1,80
1002,45,Male,3,Bachelor,Single,Y,Research & Development,Non-Travel,10,Medical,1,80
1003,47,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,1,Life Sciences,1,80
1004,30,Female,2,College,Married,Y,Research & Development,Travel_Rarely,4,Medical,1,80
1005,50,Male,3,Bachelor,Married,Y,Research & Development,Travel_Frequently,3,Technical Degree,1,80
1006,38,Male,2,College,Single,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
1007,46,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1009,24,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,20,Technical Degree,1,80
1010,35,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,5,Marketing,1,80
1011,31,Female,5,Doctor,Divorced,Y,Sales,Travel_Rarely,10,Marketing,1,80
1012,18,Male,1,Below College,Single,Y,Sales,Travel_Frequently,24,Life Sciences,1,80
1013,54,Female,2,College,Single,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1014,35,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,2,Marketing,1,80
1015,30,Female,1,Below College,Divorced,Y,Research & Development,Non-Travel,8,Medical,1,80
1016,20,Female,2,College,Single,Y,Research & Development,Travel_Frequently,10,Life Sciences,1,80
1017,30,Female,2,College,Married,Y,Sales,Travel_Rarely,4,Marketing,1,80
1018,26,Male,3,Bachelor,Divorced,Y,Sales,Travel_Frequently,9,Life Sciences,1,80
1019,22,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,18,Medical,1,80
1022,48,Male,3,Bachelor,Married,Y,Human Resources,Travel_Frequently,11,Life Sciences,1,80
1024,48,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,6,Life Sciences,1,80
1025,41,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,15,Medical,1,80
1026,39,Female,2,College,Single,Y,Research & Development,Travel_Frequently,6,Medical,1,80
1027,27,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,7,Technical Degree,1,80
1028,35,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,8,Medical,1,80
1029,42,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,25,Medical,1,80
1030,50,Male,4,Master,Divorced,Y,Research & Development,Travel_Rarely,13,Medical,1,80
1032,59,Female,2,College,Married,Y,Research & Development,Travel_Rarely,7,Life Sciences,1,80
1033,37,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,23,Medical,1,80
1034,55,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,6,Technical Degree,1,80
1035,41,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,10,Technical Degree,1,80
1036,38,Male,2,College,Single,Y,Human Resources,Travel_Rarely,1,Life Sciences,1,80
1037,26,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,28,Life Sciences,1,80
1038,52,Female,4,Master,Single,Y,Sales,Travel_Rarely,25,Marketing,1,80
1039,44,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,5,Life Sciences,1,80
1040,50,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,17,Medical,1,80
1042,36,Female,2,College,Single,Y,Research & Development,Travel_Rarely,18,Life Sciences,1,80
1043,39,Female,4,Master,Divorced,Y,Sales,Non-Travel,2,Life Sciences,1,80
1044,33,Female,2,College,Single,Y,Sales,Non-Travel,10,Medical,1,80
1045,45,Female,3,Bachelor,Single,Y,Sales,Travel_Frequently,1,Life Sciences,1,80
1046,32,Female,1,Below College,Married,Y,Research & Development,Non-Travel,2,Life Sciences,1,80
1047,34,Male,4,Master,Single,Y,Human Resources,Travel_Rarely,8,Life Sciences,1,80
1048,59,Male,2,College,Divorced,Y,Research & Development,Non-Travel,16,Life Sciences,1,80
1049,45,Male,3,Bachelor,Divorced,Y,Sales,Travel_Frequently,1,Marketing,1,80
1050,53,Female,4,Master,Single,Y,Research & Development,Travel_Frequently,4,Life Sciences,1,80
1052,36,Male,3,Bachelor,Divorced,Y,Human Resources,Travel_Rarely,5,Life Sciences,1,80
1053,26,Male,2,College,Divorced,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1055,34,Female,2,College,Single,Y,Sales,Travel_Rarely,15,Medical,1,80
1056,28,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,7,Marketing,1,80
1060,38,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,11,Medical,1,80
1061,50,Male,2,College,Single,Y,Research & Development,Travel_Rarely,11,Technical Degree,1,80
1062,37,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,1,Life Sciences,1,80
1066,40,Male,1,Below College,Single,Y,Sales,Travel_Frequently,2,Life Sciences,1,80
1068,26,Female,4,Master,Single,Y,Sales,Travel_Rarely,13,Marketing,1,80
1069,46,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,23,Life Sciences,1,80
1070,54,Female,1,Below College,Divorced,Y,Research & Development,Non-Travel,26,Technical Degree,1,80
1071,56,Female,1,Below College,Divorced,Y,Research & Development,Travel_Rarely,2,Medical,1,80
1073,36,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,29,Medical,1,80
1074,55,Male,3,Bachelor,Single,Y,Sales,Travel_Frequently,2,Life Sciences,1,80
1076,43,Male,4,Master,Married,Y,Sales,Travel_Frequently,18,Marketing,1,80
1077,20,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,26,Life Sciences,1,80
1079,21,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,22,Medical,1,80
1080,46,Female,4,Master,Married,Y,Sales,Travel_Rarely,21,Life Sciences,1,80
1081,51,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,22,Life Sciences,1,80
1082,28,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,4,Life Sciences,1,80
1083,26,Male,1,Below College,Married,Y,Sales,Travel_Frequently,5,Life Sciences,1,80
1084,30,Male,2,College,Married,Y,Research & Development,Non-Travel,25,Life Sciences,1,80
1085,41,Female,1,Below College,Married,Y,Sales,Travel_Rarely,18,Life Sciences,1,80
1088,38,Female,2,College,Married,Y,Research & Development,Travel_Frequently,28,Medical,1,80
1092,40,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,17,Life Sciences,1,80
1094,27,Male,3,Bachelor,Married,Y,Human Resources,Travel_Rarely,10,Human Resources,1,80
1096,55,Male,2,College,Single,Y,Research & Development,Travel_Frequently,18,Life Sciences,1,80
1097,28,Female,3,Bachelor,Single,Y,Human Resources,Travel_Rarely,17,Other,1,80
1098,44,Male,2,College,Single,Y,Research & Development,Travel_Frequently,28,Life Sciences,1,80
1099,33,Male,1,Below College,Single,Y,Research & Development,Travel_Frequently,14,Other,1,80
1100,35,Male,4,Master,Single,Y,Sales,Travel_Rarely,3,Marketing,1,80
1101,33,Female,4,Master,Single,Y,Sales,Travel_Frequently,1,Life Sciences,1,80
1102,28,Male,5,Doctor,Single,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1103,34,Male,4,Master,Divorced,Y,Research & Development,Travel_Frequently,1,Other,1,80
1105,37,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,8,Life Sciences,1,80
1106,25,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,11,Life Sciences,1,80
1107,26,Male,4,Master,Married,Y,Sales,Travel_Rarely,16,Marketing,1,80
1108,33,Male,2,College,Married,Y,Sales,Travel_Rarely,9,Life Sciences,1,80
1109,42,Male,2,College,Single,Y,Research & Development,Non-Travel,5,Technical Degree,1,80
1111,28,Male,1,Below College,Married,Y,Sales,Travel_Rarely,4,Medical,1,80
1113,50,Male,5,Doctor,Married,Y,Sales,Travel_Rarely,7,Marketing,1,80
1114,33,Female,5,Doctor,Married,Y,Research & Development,Travel_Rarely,5,Medical,1,80
1115,34,Male,4,Master,Divorced,Y,Research & Development,Non-Travel,9,Other,1,80
1116,48,Male,2,College,Divorced,Y,Sales,Travel_Rarely,8,Life Sciences,1,80
1117,45,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,2,Life Sciences,1,80
1118,52,Male,5,Doctor,Single,Y,Research & Development,Travel_Frequently,1,Life Sciences,1,80
1119,38,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,20,Medical,1,80
1120,29,Female,2,College,Single,Y,Human Resources,Travel_Rarely,8,Medical,1,80
1121,28,Female,4,Master,Married,Y,Human Resources,Travel_Rarely,9,Technical Degree,1,80
1124,46,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,5,Medical,1,80
1125,38,Male,3,Bachelor,Single,Y,Research & Development,Non-Travel,5,Life Sciences,1,80
1126,43,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,20,Life Sciences,1,80
1127,39,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,7,Medical,1,80
1128,40,Male,3,Bachelor,Single,Y,Sales,Travel_Rarely,3,Other,1,80
1131,21,Female,1,Below College,Married,Y,Sales,Travel_Rarely,16,Life Sciences,1,80
1132,39,Male,2,College,Single,Y,Research & Development,Travel_Frequently,9,Medical,1,80
1133,36,Male,5,Doctor,Married,Y,Sales,Travel_Frequently,1,Marketing,1,80
1135,31,Male,3,Bachelor,Divorced,Y,Research & Development,Non-Travel,7,Technical Degree,1,80
1136,28,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Frequently,15,Medical,1,80
1137,35,Male,3,Bachelor,Married,Y,Sales,Travel_Frequently,1,Technical Degree,1,80
1138,49,Male,3,Bachelor,Single,Y,Sales,Travel_Frequently,13,Technical Degree,1,80
1140,34,Male,4,Master,Single,Y,Sales,Travel_Rarely,24,Medical,1,80
1143,29,Female,1,Below College,Married,Y,Sales,Travel_Rarely,7,Life Sciences,1,80
1148,42,Male,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,9,Medical,1,80
1150,29,Male,2,College,Married,Y,Sales,Non-Travel,13,Life Sciences,1,80
1152,38,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,19,Life Sciences,1,80
1154,28,Male,3,Bachelor,Divorced,Y,Human Resources,Travel_Rarely,1,Life Sciences,1,80
1156,18,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,14,Medical,1,80
1157,33,Female,2,College,Single,Y,Research & Development,Travel_Frequently,2,Medical,1,80
1158,41,Male,3,Bachelor,Single,Y,Sales,Travel_Frequently,7,Life Sciences,1,80
1160,31,Male,2,College,Married,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1161,37,Female,1,Below College,Married,Y,Research & Development,Travel_Rarely,29,Life Sciences,1,80
1162,27,Male,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1163,34,Female,4,Master,Divorced,Y,Research & Development,Travel_Frequently,11,Medical,1,80
1164,35,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1165,29,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,3,Life Sciences,1,80
1166,40,Female,3,Bachelor,Single,Y,Research & Development,Travel_Rarely,16,Life Sciences,1,80
1167,42,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,20,Life Sciences,1,80
1171,42,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,1,Technical Degree,1,80
1172,35,Male,5,Doctor,Single,Y,Research & Development,Travel_Frequently,22,Medical,1,80
1173,24,Male,2,College,Married,Y,Sales,Travel_Rarely,7,Technical Degree,1,80
1175,28,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,13,Medical,1,80
1177,26,Male,1,Below College,Married,Y,Research & Development,Travel_Rarely,8,Other,1,80
1179,30,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,28,Technical Degree,1,80
1180,40,Female,2,College,Married,Y,Sales,Travel_Rarely,9,Medical,1,80
1182,35,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,28,Life Sciences,1,80
1184,34,Male,2,College,Single,Y,Human Resources,Travel_Rarely,6,Medical,1,80
1185,35,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,21,Technical Degree,1,80
1188,43,Female,2,College,Divorced,Y,Research & Development,Non-Travel,8,Life Sciences,1,80
1190,32,Female,4,Master,Divorced,Y,Research & Development,Travel_Rarely,1,Technical Degree,1,80
1191,56,Female,4,Master,Married,Y,Sales,Travel_Rarely,28,Life Sciences,1,80
1192,29,Female,2,College,Married,Y,Research & Development,Travel_Rarely,5,Life Sciences,1,80
1193,19,Male,4,Master,Divorced,Y,Sales,Travel_Rarely,16,Life Sciences,1,80
1195,45,Female,4,Master,Married,Y,Human Resources,Travel_Frequently,10,Human Resources,1,80
1196,37,Female,4,Master,Married,Y,Sales,Travel_Rarely,29,Technical Degree,1,80
1198,20,Male,5,Doctor,Married,Y,Research & Development,Travel_Rarely,2,Technical Degree,1,80
1200,44,Male,4,Master,Married,Y,Research & Development,Non-Travel,1,Technical Degree,1,80
1201,53,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,15,Other,1,80
1202,29,Female,5,Doctor,Married,Y,Sales,Travel_Rarely,26,Marketing,1,80
1203,22,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,14,Life Sciences,1,80
1204,46,Female,3,Bachelor,Single,Y,Sales,Travel_Rarely,16,Life Sciences,1,80
1206,44,Male,4,Master,Single,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1207,33,Male,3,Bachelor,Married,Y,Sales,Travel_Rarely,6,Medical,1,80
1210,41,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,10,Technical Degree,1,80
1211,30,Male,4,Master,Married,Y,Research & Development,Travel_Frequently,6,Life Sciences,1,80
1212,40,Male,2,College,Single,Y,Research & Development,Travel_Rarely,9,Other,1,80
1215,50,Female,4,Master,Married,Y,Research & Development,Travel_Frequently,10,Technical Degree,1,80
1216,28,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,27,Technical Degree,1,80
1217,46,Male,2,College,Married,Y,Research & Development,Non-Travel,26,Other,1,80
1218,35,Male,5,Doctor,Married,Y,Research & Development,Travel_Frequently,20,Medical,1,80
1219,24,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,5,Other,1,80
1220,33,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,7,Medical,1,80
1221,36,Male,5,Doctor,Single,Y,Research & Development,Travel_Rarely,5,Medical,1,80
1224,30,Male,3,Bachelor,Married,Y,Sales,Non-Travel,26,Marketing,1,80
1225,44,Male,4,Master,Single,Y,Sales,Travel_Frequently,2,Other,1,80
1226,20,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,25,Life Sciences,1,80
1228,46,Male,5,Doctor,Married,Y,Research & Development,Travel_Rarely,10,Medical,1,80
1231,42,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,19,Other,1,80
1233,60,Male,5,Doctor,Married,Y,Research & Development,Travel_Rarely,18,Life Sciences,1,80
1234,32,Female,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,27,Medical,1,80
1235,32,Female,1,Below College,Single,Y,Research & Development,Travel_Rarely,5,Medical,1,80
1237,36,Female,2,College,Single,Y,Sales,Travel_Frequently,3,Medical,1,80
1238,33,Male,4,Master,Married,Y,Human Resources,Travel_Rarely,26,Life Sciences,1,80
1239,40,Female,2,College,Divorced,Y,Research & Development,Travel_Rarely,3,Medical,1,80
1240,25,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,15,Life Sciences,1,80
1241,30,Male,4,Master,Married,Y,Research & Development,Non-Travel,8,Life Sciences,1,80
1242,42,Female,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,19,Life Sciences,1,80
1243,35,Female,3,Bachelor,Single,Y,Research & Development,Travel_Frequently,4,Medical,1,80
1244,27,Male,2,College,Divorced,Y,Research & Development,Travel_Rarely,2,Other,1,80
1245,54,Female,3,Bachelor,Married,Y,Sales,Travel_Rarely,10,Medical,1,80
1246,44,Female,5,Doctor,Married,Y,Human Resources,Travel_Frequently,1,Human Resources,1,80
1248,19,Female,5,Doctor,Married,Y,Research & Development,Travel_Frequently,4,Medical,1,80
1249,29,Female,2,College,Divorced,Y,Sales,Travel_Rarely,15,Medical,1,80
1250,54,Male,1,Below College,Single,Y,Research & Development,Travel_Frequently,2,Technical Degree,1,80
1251,31,Male,3,Bachelor,Married,Y,Research & Development,Travel_Rarely,8,Medical,1,80
1252,31,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,22,Other,1,80
1254,59,Female,5,Doctor,Divorced,Y,Research & Development,Travel_Rarely,17,Life Sciences,1,80
1255,43,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,3,Life Sciences,1,80
1256,49,Male,5,Doctor,Married,Y,Research & Development,Travel_Rarely,22,Medical,1,80
1257,36,Male,4,Master,Single,Y,Sales,Travel_Frequently,12,Other,1,80
1258,48,Male,3,Bachelor,Divorced,Y,Sales,Travel_Rarely,5,Medical,1,80
1259,27,Male,4,Master,Divorced,Y,Sales,Travel_Rarely,2,Medical,1,80
1260,29,Male,4,Master,Married,Y,Sales,Travel_Rarely,5,Life Sciences,1,80
1263,48,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,16,Medical,1,80
1264,29,Female,4,Master,Divorced,Y,Sales,Travel_Rarely,2,Life Sciences,1,80
1265,34,Female,2,College,Single,Y,Sales,Travel_Rarely,23,Life Sciences,1,80
1267,44,Male,1,Below College,Single,Y,Sales,Travel_Rarely,9,Life Sciences,1,80
1268,33,Male,3,Bachelor,Divorced,Y,Sales,Non-Travel,16,Life Sciences,1,80
1269,19,Female,4,Master,Married,Y,Research & Development,Travel_Rarely,26,Life Sciences,1,80
1270,23,Male,1,Below College,Single,Y,Research & Development,Travel_Rarely,8,Medical,1,80
1273,25,Male,4,Master,Married,Y,Research & Development,Travel_Rarely,24,Medical,1,80
1275,26,Male,2,College,Married,Y,Sales,Travel_Frequently,7,Medical,1,80
1277,45,Female,3,Bachelor,Single,Y,Research & Development,Non-Travel,7,Medical,1,80
1278,55,Male,3,Bachelor,Divorced,Y,Research & Development,Travel_Rarely,22,Technical Degree,1,80
1279,21,Female,4,Master,Divorced,Y,Sales,Travel_Frequently,1,Medical,1,80
1280,46,Female,4,Master,Single,Y,Research & Development,Travel_Frequently,2,Medical,1,80
